team,speler,positie,prijs,speler_id,rol,nieuw,blessure,behaald,verwacht
NEC,Dusan Tadic,Forward,2.50,dusan-tadic,,1,,7.0,2.979
NEC,Emre Mor,Forward,2.20,emre-mor,,1,duur onbekend,6.0,3.325
NEC,Kaj Sierhuis,Forward,2.00,kaj-sierhuis,,0,,15.0,2.743
NEC,Kevin Kers,Forward,1.00,kevin-kers,,0,,1.0,1.933
NEC,Freek Entius,Goalkeeper,1.00,freek-entius,,1,geschorst tot en met 29 januari,0.0,1.347
NEC,Gonzalo Crettaz,Goalkeeper,2.20,gonzalo-crettaz,,0,,6.0,3.966
NEC,Joep Geneste,Goalkeeper,1.20,joep-geneste,,1,,0.0,3.561
NEC,Nikolas Polster,Goalkeeper,1.80,nikolas-polster,,1,,1.0,2.316
NEC,Adam Tahaui,Midfielder,1.80,adam-tahaui,,0,,23.0,3.601
NEC,Darko Nejasmic,Midfielder,1.80,darko-nejasmic,,0,,11.0,2.931
NEC,Dennis Geiger,Midfielder,1.80,dennis-geiger,,1,,1.0,1.638
NEC,Isak Hansen-Aarøen,Midfielder,1.50,isak-hansen-aaren,,0,,-2.0,3.396
NEC,Jamiro Monteiro,Midfielder,1.80,jamiro-monteiro,,0,,4.0,1.234
NEC,Merijn van de Wiel,Midfielder,1.00,merijn-van-de-wiel,,0,,0.0,2.75
NEC,Noé Lebreton,Midfielder,2.20,noe-lebreton,,0,,12.0,3.162
NEC,Sam de Laat,Midfielder,1.20,sam-de-laat,,0,,,2.325
NEC,Tjaronn Chery,Midfielder,2.80,tjaronn-chery,basis,0,,28.0,1.759
NEC,Willum Thór Willumsson,Midfielder,2.00,willum-thor-willumsson,,1,,7.0,1.341
PEC Zwolle,Damian van der Haar,Defender,1.50,damian-van-der-haar,,0,,7.0,3.816
PEC Zwolle,Dylan Ruward,Defender,1.20,dylan-ruward,,1,,,3.921
PEC Zwolle,Jan Bürger,Defender,1.50,jan-burger,,0,,0.0,3.321
PEC Zwolle,Milan Westerhuis,Defender,1.00,milan-westerhuis,,1,,,2.374
PEC Zwolle,Nick Viergever,Defender,1.80,nick-viergever,,0,,17.0,1.04
PEC Zwolle,Olivier Aertssen,Defender,1.50,olivier-aertssen,,0,,4.0,3.694
PEC Zwolle,Sherel Floranus,Defender,1.80,sherel-floranus,,0,,-10.0,1.716
PEC Zwolle,Simon Graves,Defender,1.50,simon-graves,,0,,7.0,3.748
PEC Zwolle,Tijs Velthuis,Defender,1.20,tijs-velthuis,,0,,6.0,1.258
PEC Zwolle,Dylan Mbayo,Forward,1.50,dylan-mbayo,,0,,10.0,3.645
PEC Zwolle,Elias Sørensen,Forward,1.80,elias-srensen,,1,,10.0,2.589
PEC Zwolle,Ibrahim Cissoko,Forward,1.80,ibrahim-cissoko,,1,,10.0,1.59
PEC Zwolle,Koen Kostons,Forward,2.20,koen-kostons,,0,,12.0,3.454
PEC Zwolle,Sydney van Hooijdonk,Forward,2.00,sydney-van-hooijdonk,,0,,1.0,3.866
PEC Zwolle,Younes Namli,Forward,2.00,younes-namli,,0,,,1.803
PEC Zwolle,Duke Verduin,Goalkeeper,1.00,duke-verduin,,0,,0.0,2.64
PEC Zwolle,Jasper Schendelaar,Goalkeeper,1.80,jasper-schendelaar,,0,,9.0,3.091
PEC Zwolle,Tom de Graaff,Goalkeeper,1.80,tom-de-graaff,,0,,0.0,1.602
PEC Zwolle,Gabriël Reiziger,Midfielder,1.20,gabriel-reiziger,,0,,0.0,3.787
PEC Zwolle,Gilles van der Wal,Midfielder,1.20,gilles-van-der-wal,,1,,0.0,3.963
PEC Zwolle,Givaro Rahajaän,Midfielder,1.00,givaro-rahajaan,,1,,,2.291
PEC Zwolle,Jadiel Pereira da Gama,Midfielder,1.20,jadiel-pereira-da-gama,,0,,0.0,3.461
PEC Zwolle,Nick Fichtinger,Midfielder,1.50,nick-fichtinger,,0,,0.0,2.026
PEC Zwolle,Odysseus Velanas,Midfielder,1.80,odysseus-velanas,,0,,4.0,2.887
PEC Zwolle,Ryan Thomas,Midfielder,1.50,ryan-thomas,,0,,1.0,2.535
PEC Zwolle,Thijs Oosting,Midfielder,2.00,thijs-oosting,,0,,7.0,2.495
PEC Zwolle,Tobias Sommer,Midfielder,1.50,t-sommer,,1,,4.0,1.16
PSV,Adamo Nagalo,Defender,1.80,adamo-nagalo,,1,duur onbekend,,2.793
PSV,Armando Obispo,Defender,2.50,armando-obispo,,0,,10.0,3.645
PSV,Fabian Merién,Defender,1.00,fabian-merien,,0,,0.0,1.612
PSV,Filip Kostic,Defender,3.00,filip-kostic,,1,,3.0,2.95
PSV,Kiliann Sildillia,Defender,2.50,kiliann-sildillia,,0,tot en met 1 januari,4.0,1.898
PSV,Lutsharel Geertruida,Defender,3.00,lutsharel-geertruida,,0,,13.0,3.106
PSV,Mauro Júnior,Defender,3.00,mauro-junior,,0,,27.0,1.165
PSV,Ryan Flamingo,Defender,3.00,ryan-flamingo,,0,,23.0,1.508
PSV,Sergiño Dest,Defender,3.20,sergino-dest,,0,,40.0,1.066
PSV,Yarek Gasiorowski,Defender,3.00,yarek-gasiorowski,,0,,6.0,2.636
PSV,Alassane Pléa,Forward,2.50,alassane-plea,,0,duur onbekend,3.0,2.261
PSV,Amir Bouhamdi,Forward,1.80,amir-bouhamdi,,0,,14.0,1.492
PSV,Dennis Man,Forward,3.00,dennis-man,,0,,4.0,3.3
PSV,Esmir Bajraktarevic,Forward,2.20,esmir-bajraktarevic,,0,,12.0,1.574
PSV,Ivan Perisic,Forward,3.80,ivan-perisic,,0,,24.0,1.053
PSV,Ricardo Pepi,Forward,3.80,ricardo-pepi,basis,0,,29.0,1.275
PSV,Ruben van Bommel,Forward,3.20,ruben-van-bommel,,0,,23.0,3.324
PSV,Sami Ouaissa,Forward,2.80,sami-ouaissa,,0,duur onbekend,0.0,1.223
PSV,Khadim Ngom,Goalkeeper,1.20,khadim-ngom,,0,,0.0,1.977
PSV,Matej Kovar,Goalkeeper,3.00,matej-kovar,,0,,13.0,3.986
PSV,Nick Olij,Goalkeeper,2.00,nick-olij,,0,,0.0,2.412
PSV,Tijn Smolenaars,Goalkeeper,1.00,tijn-smolenaars,,0,,0.0,3.356
PSV,Guus Til,Midfielder,4.00,guus-til,,0,,29.0,1.779
PSV,Jerdy Schouten,Midfielder,2.50,jerdy-schouten,,0,tot en met 1 mei,,3.195
PSV,Joël van den Berg,Midfielder,1.20,joel-van-den-berg,,0,,5.0,2.375
PSV,Kodai Sano,Midfielder,2.50,kodai-sano,,0,,9.0,3.687
PSV,Noah Fernandez,Midfielder,1.80,noah-fernandez,,0,,15.0,3.742
PSV,Paul Wanner,Midfielder,2.80,paul-wanner,,0,,16.0,1.721
PSV,Sven Mijnans,Midfielder,3.80,sven-mijnans,,0,,19.0,1.775
SC Cambuur,Billy van Duijl,Defender,1.50,billy-van-duijl,,0,,1.0,2.3
SC Cambuur,Buddy Vogelzang,Defender,1.00,buddy-vogelzang,,1,,,1.756
SC Cambuur,Devid Bouah,Defender,1.20,devid-eugene-bouah,,1,,1.0,1.393
SC Cambuur,Ismaël Baouf,Defender,1.50,ismael-baouf,,0,,-2.0,1.682
SC Cambuur,Jamal Amofa,Defender,1.50,jamal-amofa,,0,,1.0,1.424
SC Cambuur,Jorn Berkhout,Defender,1.20,jorn-berkhout,,0,,0.0,3.79
SC Cambuur,Lucas Jetten,Defender,1.20,lucas-jetten,,0,,-2.0,1.261
SC Cambuur,Morgan Costarelli,Defender,1.20,morgan-costarelli,,1,,1.0,1.531
SC Cambuur,Danyello Look,Forward,1.20,danyello-look,,0,,,3.199
SC Cambuur,Fabian Kvam,Forward,1.20,f-kvam,,0,,1.0,1.189
SC Cambuur,Ilyes Hamache,Forward,1.50,ilyes-hamache,,1,,9.0,1.233
SC Cambuur,Nicolas Binder,Forward,1.20,nicolas-binder,,0,,11.0,3.361
SC Cambuur,Sami Bouhoudane,Forward,1.20,sami-bouhoudane,,0,,-2.0,2.903
SC Cambuur,Skye Vink,Forward,1.50,s-vink,,0,,0.0,1.679
SC Cambuur,Wiebe Kooistra,Forward,1.20,wiebe-kooistra,,0,,0.0,2.585
SC Cambuur,Jasper Meijster,Goalkeeper,1.00,jasper-meijster,,1,,0.0,3.926
SC Cambuur,Luca Plogmann,Goalkeeper,1.50,luca-plogmann,,1,,0.0,1.454
SC Cambuur,Matthijs Kalisvaart,Goalkeeper,1.20,matthijs-kalisvaart,,1,,0.0,3.091
SC Cambuur,Thijs Jansen,Goalkeeper,1.50,thijs-jansen,,0,,1.0,2.941
SC Cambuur,Daan Visser,Midfielder,1.20,daan-visser,,0,,,1.204
SC Cambuur,Damian Westerhof,Midfielder,1.00,damian-westerhof,,1,,,3.808
SC Cambuur,Ethan Apkakou,Midfielder,1.20,ethan-apkakou,,0,,0.0,3.671
SC Cambuur,Iwan Henstra,Midfielder,1.20,iwan-henstra,,0,,0.0,2.304
SC Cambuur,Mathieu Maertens,Midfielder,1.80,mathieu-maertens,,1,,1.0,1.922
SC Cambuur,Nicky Souren,Midfielder,1.50,nicky-souren,,0,,-2.0,2.304
SC Cambuur,Rafik El Arguioui,Midfielder,1.50,rafik-el-arguioui,bank,0,,30.0,2.437
SC Cambuur,Rik Mulders,Midfielder,1.50,rik-mulders,,0,,-2.0,2.665
SC Cambuur,Wessel van der Goot,Midfielder,1.20,wessel-van-der-goot,,1,,,1.516
SC Cambuur,Wiebe van der Heide,Midfielder,1.00,wiebe-van-der-heide,,0,,0.0,3.135
Sparta Rotterdam,Bas Kuipers,Defender,1.80,bas-kuipers,,0,,10.0,3.359
Sparta Rotterdam,Boyd Reith,Defender,1.20,boyd-reith,,0,,0.0,1.427
Sparta Rotterdam,Bruno Martins Indi,Defender,1.80,bruno-martins-indi,,0,,2.0,1.218
Sparta Rotterdam,Lushendry Martes,Defender,1.00,lushendry-edward-martes,,0,,2.0,2.184
Sparta Rotterdam,Marvin Young,Defender,1.80,marvin-young,basis,0,,25.0,1.268
Sparta Rotterdam,Max de Ligt,Defender,1.00,max-de-ligt,,1,duur onbekend,,1.008
Sparta Rotterdam,Nick Verschuren,Defender,1.50,nick-verschuren,,0,,15.0,2.309
Sparta Rotterdam,Teo Quintero,Defender,1.80,teo-quintero,,0,,4.0,3.36
Sparta Rotterdam,Andrej Kostic,Forward,1.80,andrej-kostic,,1,,1.0,1.901
Sparta Rotterdam,Casper Terho,Forward,1.20,casper-terho,,0,,2.0,1.685
Sparta Rotterdam,Giannino Vianello,Forward,1.20,giannino-vianello,,0,,0.0,2.635
Sparta Rotterdam,Joel Ideho,Forward,1.50,joel-ideho,,0,,3.0,2.224
Sparta Rotterdam,Milan Zonneveld,Forward,1.80,milan-zonneveld,,0,,25.0,2.616
Sparta Rotterdam,Mitchell van Bergen,Forward,2.00,mitchell-van-bergen,,0,,4.0,3.509
Sparta Rotterdam,Filip Bednarek,Goalkeeper,1.50,filip-bednarek,,1,,4.0,2.721
Sparta Rotterdam,Michael Brouwer,Goalkeeper,1.50,michael-brouwer,,0,,1.0,2.631
Sparta Rotterdam,Pascal Kuiper,Goalkeeper,1.20,pascal-kuiper,,1,,0.0,3.865
Sparta Rotterdam,Rik Suur,Goalkeeper,1.00,rik-suur,,1,,0.0,3.953
Sparta Rotterdam,Alwande Roaldsøy,Midfielder,1.20,a-roaldsy,,1,,,3.164
Sparta Rotterdam,Ayoni Santos,Midfielder,1.50,ayoni-santos,,0,,4.0,1.693
Sparta Rotterdam,Cedric Hatenboer,Midfielder,1.80,cedric-hatenboer,,0,,1.0,2.947
Sparta Rotterdam,Jens Toornstra,Midfielder,1.80,jens-toornstra,,0,,1.0,3.612
Sparta Rotterdam,Julian Baas,Midfielder,1.50,julian-baas,,0,,8.0,3.814
Sparta Rotterdam,Robin van Cruijsen,Midfielder,1.80,robin-van-cruijsen,,0,,12.0,2.496
Sparta Rotterdam,Shunsuke Mito,Midfielder,2.00,shunsuke-mito,,0,,11.0,3.49
Telstar,Abdelnour Soualhia,Defender,1.20,abdelnour-soualhia,,1,,12.0,2.983
Telstar,Abdelraffie Benzzine,Defender,1.00,abdelraffie-benzzine,,1,,,3.675
Telstar,Gerald Alders,Defender,1.50,gerald-alders,,0,,4.0,3.851
Telstar,Jeff Hardeveld,Defender,2.00,jeff-hardeveld,,0,,4.0,1.186
Telstar,Marvin Peersman,Defender,1.80,marvin-peersman,,0,,1.0,1.365
Telstar,Nigel Ogidi Nwankwo,Defender,1.20,nigel-ogidi-nwankwo,,0,,0.0,1.86
Telstar,Prince Aning,Defender,1.20,prince-aning,,1,,8.0,3.031
Telstar,Sem Valk,Defender,1.50,sem-valk,,0,,-2.0,3.807
Telstar,Yamano Olfers,Defender,1.00,yamano-olfers,,1,,,2.807
Telstar,Emirhan Demircan,Forward,1.50,emirhan-demircan,,0,,3.0,3.329
Telstar,Fabiano Rust,Forward,1.00,fabiano-rust,,1,,0.0,3.08
Telstar,Fofin Turay,Forward,1.20,fofin-turay,,0,,0.0,3.204
Telstar,Jelani Seedorf,Forward,1.20,jelani-seedorf,,0,,4.0,3.95
Telstar,Nökkvi Thórisson,Forward,1.50,nokkvi-thorisson,,1,,,3.096
Telstar,Patrick Brouwer,Forward,1.80,patrick-brouwer,,0,,12.0,1.751
Telstar,Rui Mendes,Forward,1.50,rui-mendes,,0,,7.0,2.769
Telstar,Daan Reiziger,Goalkeeper,1.20,daan-reiziger,,0,,0.0,1.854
Telstar,Finn Mulder,Goalkeeper,1.00,finn-mulder,,1,,0.0,2.96
Telstar,Ronald Koeman,Goalkeeper,1.80,ronald-koeman-jr,bank,0,,9.0,2.721
Telstar,Gabi Caschili,Midfielder,1.20,gabi-caschili,,1,,3.0,3.677
Telstar,Harrie Kuster,Midfielder,1.50,harrie-kuster,,0,,1.0,2.761
Telstar,Isaiah Ahmed,Midfielder,1.20,isaiah-ahmed,,0,,0.0,3.267
Telstar,Nils Rossen,Midfielder,1.50,nils-rossen,,0,,4.0,3.664
Telstar,Noach Shenkman,Midfielder,1.00,noach-shenkman,,1,,4.0,3.392
Telstar,Rojendro Oudsten,Midfielder,1.20,rojendro-oudsten,,0,,1.0,3.853
Telstar,Tyrone Owusu,Midfielder,1.20,tyrone-owusu,,0,,4.0,1.095
Willem II,Alessandro Ciranni,Defender,1.20,alessandro-ciranni,,0,,2.0,2.551
Willem II,Amine Et-Taïbi,Defender,1.20,amine-et-taibi,,0,,1.0,2.529
Willem II,Finn Stam,Defender,1.20,finn-stam,,0,,2.0,2.186
Willem II,Hidde ter Avest,Defender,1.50,hidde-ter-avest,,1,,6.0,2.392
Willem II,Jens Mathijsen,Defender,1.00,jens-mathijsen,,0,,0.0,3.081
Willem II,Justin Hoogma,Defender,1.50,justin-hoogma,,0,duur onbekend,1.0,3.801
Willem II,Kayen Scheepens,Defender,1.20,kayen-scheepens,,1,,,1.289
Willem II,Mats Lemmens,Defender,1.20,mats-lemmens,,1,,1.0,1.452
Willem II,Nathan Tjoe-A-On,Defender,1.50,nathan-tjoe-a-on,,0,,7.0,2.526
Willem II,Armin Culum,Forward,1.50,armin-culum,,0,duur onbekend,,2.008
Willem II,Devin Haen,Forward,1.80,devin-haen,bank,0,,20.0,2.327
Willem II,Eser Gürbüz,Forward,1.50,eser-gurbuz,,0,,1.0,3.617
Willem II,Ismael Mouhoul,Forward,1.00,ismael-mouhoul,,1,,,3.903
Willem II,Jaden Slory,Forward,1.50,jaden-slory,,0,,-1.0,2.091
Willem II,Luca Maal,Forward,1.00,luca-maal,,1,,,2.058
Willem II,Thomas Verheydt,Forward,1.50,thomas-verheydt,,0,,8.0,1.847
Willem II,Karst de Leeuw,Goalkeeper,1.00,karst-de-leeuw,,0,,1.0,1.909
Willem II,Maxime Delanghe,Goalkeeper,1.20,maxime-delanghe,,1,,1.0,1.775
Willem II,Thomas Didillon-Hödl,Goalkeeper,1.50,thomas-didillon-hodl,,0,,0.0,3.152
Willem II,Wouter van der Steen,Goalkeeper,1.20,wouter-van-der-steen,,1,,0.0,1.894
Willem II,Amine Lachkar,Midfielder,1.20,amine-lachkar,,1,,,2.586
Willem II,Anass Zarrouk,Midfielder,1.20,anass-zarrouk,,0,,,2.957
Willem II,Calvin Twigt,Midfielder,1.50,calvin-twigt,,0,,9.0,2.959
Willem II,Divano Fernandez Iglesias,Midfielder,1.00,divano-fernandez-iglesias,,1,,,1.399
Willem II,Jari Schuurman,Midfielder,1.20,jari-schuurman,,0,,,3.346
Willem II,Julian van Esdonk,Midfielder,1.20,julian-van-esdonk,,1,,,3.398
Willem II,Kasper Boogaard,Midfielder,1.50,kasper-boogaard,,0,,-1.0,1.778
Willem II,Per van Loon,Midfielder,1.00,per-van-loon,,0,,2.0,1.267
Willem II,Sebas Wermenbil,Midfielder,1.00,sebas-wermenbil,,1,,,1.885
Willem II,Thijs Muller,Midfielder,1.20,thijs-muller,,0,duur onbekend,,3.681
Willem II,Tonny Vilhena,Midfielder,1.80,tonny-vilhena,,1,,-2.0,3.808
Willem II,Uriël van Aalst,Midfielder,1.50,uriel-van-aalst,,0,,13.0,2.646
Willem II,Vito van Crooij,Midfielder,1.80,vito-van-crooij,,0,duur onbekend,0.0,1.577
sc Heerenveen,Darling Bladi,Defender,1.50,darling-bladi,,1,,6.0,1.555
sc Heerenveen,Hristiyan Petrov,Defender,1.50,hristiyan-petrov,,0,,7.0,1.019
sc Heerenveen,Jimte Scholten,Defender,1.20,jimte-scholten,,1,,,1.088
sc Heerenveen,Maas Willemsen,Defender,1.80,maas-willemsen,,0,,8.0,3.814
sc Heerenveen,Mats Egbring,Defender,1.20,mats-egbring,,0,duur onbekend,6.0,2.937
sc Heerenveen,Mees Hilgers,Defender,1.80,mees-hilgers,,1,duur onbekend,,3.892
sc Heerenveen,Oliver Braude,Defender,1.80,oliver-braude,,0,,12.0,3.829
sc Heerenveen,Sam Kersten,Defender,1.80,sam-kersten,,0,,12.0,3.347
sc Heerenveen,Vasilios Zagaritis,Defender,2.00,vasilios-zagaritis,,0,,8.0,3.354
sc Heerenveen,Dylan Vente,Forward,2.00,dylan-vente,,0,,9.0,1.953
sc Heerenveen,Jacob Trenskow,Forward,2.20,jacob-trenskow,basis,0,,16.0,1.005
sc Heerenveen,Jermaine Rijssel,Forward,1.00,jermaine-rijssel,,1,,,3.926
sc Heerenveen,Kirayno Schaken,Forward,1.20,kirayno-schaken,,1,,11.0,1.8
sc Heerenveen,Lanroy Machine,Forward,1.80,lanroy-machine,,1,,4.0,3.286
sc Heerenveen,Marko Farji,Forward,1.80,marko-farji,,1,,0.0,2.071
sc Heerenveen,Maxence Rivera,Forward,1.80,maxence-rivera,,0,,8.0,1.168
sc Heerenveen,Andries Noppert,Goalkeeper,1.80,andries-noppert,,0,,0.0,2.624
sc Heerenveen,Bernt Klaverboer,Goalkeeper,2.00,bernt-klaverboer,,0,,10.0,1.863
sc Heerenveen,Timo Schreuder,Goalkeeper,1.00,t-schreuder,,1,,0.0,1.22
sc Heerenveen,Dirk Proper,Midfielder,1.80,dirk-proper,,0,,5.0,3.908
sc Heerenveen,Levi Smans,Midfielder,1.50,levi-smans,,0,,4.0,1.019
sc Heerenveen,Luca Oyen,Midfielder,1.50,luca-oyen,,0,,10.0,2.783
sc Heerenveen,Marcus Linday,Midfielder,1.50,marcus-linday,,0,duur onbekend,1.0,3.232
sc Heerenveen,Nolhan Courtens,Midfielder,1.20,nolhan-courtens,,0,,9.0,3.986
sc Heerenveen,Ringo Meerveld,Midfielder,2.20,ringo-meerveld,,0,,13.0,3.798
